age,gender,procrastination_level,motivation_level,fatigue_level,sleep_hours,task_complexity,current_habits_count,morning_person,goal_clarity,focus_span,time_availability,recommended_technique
49,Other,1,5,1,4.846645564,4,1,0,2,47,0.897844109,90/90/1 Rule
26,Other,2,2,1,7.273492731,2,3,1,1,64,4.571947918,90/90/1 Rule
58,Other,5,5,5,4.633549276,4,6,1,3,61,2.45047061,Pomodoro
52,Other,1,5,3,4.271767862,1,6,1,4,75,4.907675957,90/90/1 Rule
36,Male,3,1,1,7.938315156,5,2,0,1,21,2.45996297,Pomodoro
33,Female,4,1,1,7.210914002,2,4,1,1,54,7.887184772,2 Minute Rule
20,Male,2,1,4,4.492142111,4,0,0,1,36,2.822961378,Pomodoro
37,Other,1,4,4,4.209635478,2,9,0,1,26,2.314704768,Pomodoro
41,Male,5,5,1,9.93853848,5,9,1,3,59,2.588489682,
50,Other,1,3,5,4.180127993,4,9,0,5,119,7.223546429,Pomodoro
41,Other,5,2,1,6.667169518,4,0,0,5,61,5.271641215,90/90/1 Rule
28,Male,3,4,2,7.027714148,2,4,1,1,17,5.980130731,Pomodoro
25,Other,4,3,3,4.703680887,2,9,0,3,51,7.385078826,2 Minute Rule
53,Female,3,5,5,5.014370671,1,8,0,3,91,7.339043636,Pomodoro
55,Other,2,1,2,6.110830038,5,0,1,1,66,6.042093849,90/90/1 Rule
57,Female,1,5,5,8.570055257,1,0,1,2,58,1.983683216,Pomodoro
37,Female,5,2,2,7.042494544,4,3,0,1,33,6.825299905,90/90/1 Rule
52,Other,5,4,3,7.827411247,2,3,1,2,26,2.028320256,Pomodoro
42,Male,1,4,3,9.911047331,4,1,1,1,69,6.071741106,90/90/1 Rule
52,Female,1,2,4,8.608032612,4,8,0,2,33,5.642022999,Pomodoro
42,Male,2,3,2,6.606168989,3,8,0,2,52,6.191666376,90/90/1 Rule
46,Female,3,3,4,6.678651531,3,1,1,1,9,4.495142605,Pomodoro
35,Other,5,4,2,7.712632462,4,8,0,2,39,5.290446367,90/90/1 Rule
63,Other,2,4,4,7.992191251,2,5,1,4,78,7.649900603,Pomodoro
35,Female,3,1,3,7.004265555,4,7,1,5,87,1.258164456,90/90/1 Rule
19,Other,2,3,5,7.869167337,3,9,0,3,105,2.816354561,Pomodoro
52,Female,5,2,4,4.141194966,2,3,0,2,75,5.085177598,Pomodoro
33,Other,1,3,2,6.577737183,2,8,1,4,50,7.730405976,90/90/1 Rule
58,Male,1,1,2,5.673628456,5,1,1,3,39,1.216808357,Habit Stacking
53,Other,3,4,3,4.775046671,2,8,1,2,49,0.669119161,90/90/1 Rule
50,Male,4,4,2,4.597279077,4,0,1,3,17,0.918121989,Pomodoro
21,Other,3,1,1,7.619152994,2,6,0,1,14,0.893042648,Pomodoro
50,Male,4,2,5,7.141603283,4,2,1,4,70,7.308618933,Pomodoro
31,Other,2,4,4,5.521504702,4,2,0,4,74,5.90943431,Pomodoro
38,Male,2,5,5,6.825700353,3,1,0,5,76,5.578297746,Pomodoro
37,Female,5,4,3,6.953393891,5,9,1,2,104,4.419296152,90/90/1 Rule
25,Female,4,5,4,5.170053883,3,5,0,5,29,6.364644627,Pomodoro
24,Male,5,1,4,7.912558371,3,9,0,1,48,1.667359946,Pomodoro
20,Other,1,1,1,8.685516138,4,1,1,4,64,3.439558923,90/90/1 Rule
34,Male,4,4,3,8.748781245,3,9,0,1,51,4.175031881,2 Minute Rule
50,Other,3,3,2,7.614818984,5,3,0,1,44,1.328071233,90/90/1 Rule
29,Female,1,5,1,7.069831495,3,9,1,2,11,3.64635282,Pomodoro
39,Other,1,2,1,4.366042858,5,8,1,1,50,2.873763344,90/90/1 Rule
39,Female,3,4,5,5.726987793,3,8,1,4,27,0.766866093,Pomodoro
63,Other,1,2,5,4.559628681,5,5,1,5,87,1.52551552,Pomodoro
47,Other,4,4,5,9.782938965,3,3,1,4,50,6.230276174,Pomodoro
55,Other,5,3,1,4.810480877,3,6,1,2,90,0.635284321,2 Minute Rule
55,Male,1,3,2,4.910652459,2,0,1,4,17,7.506899743,Pomodoro
62,Male,4,3,4,9.33745971,5,3,0,3,25,1.148184743,Pomodoro
25,Female,2,3,5,9.663569701,5,4,0,5,5,6.494285707,Pomodoro
44,Female,4,1,2,8.594974235,5,7,1,3,23,7.239624057,Pomodoro
44,Male,5,1,3,4.032429542,1,1,0,3,64,7.558516886,2 Minute Rule
51,Female,4,5,5,4.008077626,3,4,0,2,37,7.006077676,Pomodoro
38,Male,3,2,4,6.268604619,5,5,1,1,8,2.656625296,Pomodoro
47,Other,5,4,3,4.86037222,1,4,0,3,110,2.998153485,2 Minute Rule
50,Female,2,4,3,4.110316853,2,8,1,4,7,3.69909274,Pomodoro
45,Female,3,1,4,6.784400136,5,9,0,1,95,1.544725171,Pomodoro
64,Male,4,4,5,9.658658864,5,0,1,4,56,0.667043413,Pomodoro
50,Female,5,1,1,5.942917449,1,2,0,4,109,7.018412107,2 Minute Rule
22,Female,2,5,4,7.966844071,3,1,0,1,103,4.655965372,Pomodoro
36,Other,3,2,4,7.913412119,2,2,0,1,32,5.065422066,Pomodoro
21,Female,2,5,4,5.506480622,5,9,1,4,74,7.452413561,Pomodoro
52,Other,4,3,3,7.902551493,3,8,0,2,74,5.488401336,2 Minute Rule
34,Male,2,3,2,5.274003846,2,8,0,5,59,5.681401283,Habit Stacking
61,Female,1,3,1,4.732044481,4,9,1,5,61,6.402264863,90/90/1 Rule
45,Other,3,5,5,8.208299713,4,1,1,2,112,1.372613374,Pomodoro
47,Male,2,4,5,4.680644903,2,2,0,1,91,3.201216149,Pomodoro
46,Female,4,2,2,9.981455312,1,3,0,4,101,7.761559458,2 Minute Rule
63,Male,4,3,4,5.100714407,2,8,0,5,20,7.421975586,Pomodoro
23,Female,2,3,1,7.564851177,2,2,0,4,28,7.130564722,Pomodoro
52,Male,4,3,5,6.468247428,1,6,1,2,73,3.890663828,Pomodoro
58,Male,5,2,5,4.758318534,1,2,0,4,45,6.928947152,Pomodoro
54,Other,5,3,4,4.167063445,3,6,0,2,110,0.862969115,Pomodoro
41,Male,5,2,2,7.736393694,3,6,1,1,81,1.613880682,2 Minute Rule
46,Female,1,3,1,8.840545383,1,8,0,2,51,3.604757739,90/90/1 Rule
63,Female,2,5,2,9.052093969,4,1,0,2,80,4.1254405,90/90/1 Rule
48,Other,1,5,2,6.896280838,4,5,0,5,73,2.476303651,90/90/1 Rule
52,Female,4,2,1,8.664732803,2,8,1,4,105,3.173575031,2 Minute Rule
50,Female,1,5,1,8.037082801,5,1,1,5,35,1.720820758,
38,Female,4,2,5,8.345527165,2,1,0,3,96,4.168505238,Pomodoro
49,Male,4,5,5,6.955594031,2,4,0,2,96,6.453824697,Pomodoro
40,Male,3,5,1,7.800470441,5,9,1,3,34,5.460202952,
50,Female,5,2,3,8.833155481,1,9,0,5,22,1.308441855,Pomodoro
20,Other,4,4,5,6.387305053,4,9,0,4,48,4.156862025,Pomodoro
35,Male,3,5,3,8.835873405,2,7,1,5,31,5.732347871,
42,Other,5,3,1,7.552101057,5,8,1,4,103,4.474214724,90/90/1 Rule
59,Female,4,4,5,4.995406146,3,1,1,4,30,3.437566974,Pomodoro
48,Female,4,2,2,4.148104943,2,4,0,1,107,5.16435816,2 Minute Rule
20,Male,1,4,1,6.176521602,4,6,0,2,117,7.76478999,90/90/1 Rule
57,Female,1,1,4,7.28017797,1,5,0,5,119,1.211809323,Pomodoro
63,Male,5,1,3,9.038922113,2,5,0,4,64,3.425120456,2 Minute Rule
41,Female,4,5,1,4.764914081,2,6,1,5,22,3.549543898,Pomodoro
49,Female,2,5,1,8.801238086,5,2,0,5,101,4.827254829,90/90/1 Rule
64,Male,1,3,5,9.178054276,3,2,0,4,93,1.641309514,Pomodoro
39,Male,5,4,5,4.904124922,3,9,1,3,60,1.824822724,Pomodoro
40,Male,4,1,5,9.109565916,1,8,1,2,35,2.640210395,Pomodoro
19,Female,4,5,4,9.948721407,4,7,0,2,105,7.669025325,Pomodoro
44,Female,2,4,5,8.361032986,1,4,1,1,63,6.005814359,Pomodoro
59,Other,5,5,1,8.708618091,2,5,1,1,6,5.462699763,Pomodoro
19,Male,4,5,5,9.966491605,2,9,0,1,101,6.627182655,Pomodoro
43,Female,1,1,2,7.632887503,3,0,0,2,43,1.456823517,90/90/1 Rule
34,Female,2,1,5,5.847318292,4,9,0,3,65,6.944996148,Pomodoro
57,Male,5,5,4,9.025185004,5,0,0,2,111,4.961245354,Pomodoro
50,Other,2,2,2,7.686914665,4,3,1,2,111,3.014967556,90/90/1 Rule
26,Male,1,5,1,7.487172542,2,1,1,2,67,6.618914418,90/90/1 Rule
60,Other,5,5,1,5.521813333,5,6,0,2,100,6.519234008,90/90/1 Rule
56,Female,2,3,3,8.538005617,4,1,0,3,22,6.842814363,Pomodoro
46,Other,3,3,2,4.490003655,4,9,1,1,21,1.366384251,Pomodoro
59,Female,1,3,3,9.545722425,5,1,0,5,102,7.770209337,90/90/1 Rule
43,Male,1,2,2,5.954940765,2,4,0,1,43,7.697196153,90/90/1 Rule
52,Male,1,2,2,4.766647917,4,3,0,1,75,3.181022341,90/90/1 Rule
42,Male,3,5,4,6.654199199,5,7,0,5,110,0.994205137,Pomodoro
41,Other,3,3,3,4.254819456,2,3,1,2,58,1.752917521,90/90/1 Rule
30,Female,4,2,4,8.107757166,5,5,0,3,103,7.946231191,Pomodoro
24,Male,2,1,2,9.416233063,5,4,1,3,98,4.722597074,90/90/1 Rule
53,Male,4,5,1,9.023578043,4,1,0,1,80,3.174663491,90/90/1 Rule
62,Female,2,4,2,4.764216841,2,7,0,5,39,2.661520204,5 AM Club
37,Male,3,5,4,4.757626823,4,1,1,4,15,2.427438015,Pomodoro
18,Female,3,4,3,8.880606894,1,8,0,2,65,5.481145738,90/90/1 Rule
25,Female,4,3,3,9.545525648,1,8,1,1,48,3.645408736,2 Minute Rule
63,Female,5,4,4,6.764018979,2,2,0,3,72,7.740580245,Pomodoro
33,Female,4,3,3,6.993826701,5,3,0,5,29,5.62882273,Pomodoro
31,Female,2,1,5,5.909572248,4,7,0,5,52,6.440334433,Pomodoro
29,Other,4,4,1,9.36559071,4,8,0,1,36,2.695561614,90/90/1 Rule
40,Male,1,5,1,7.869417432,2,2,0,4,88,1.093898068,90/90/1 Rule
32,Other,2,3,1,5.729509463,2,4,1,3,118,4.15867128,90/90/1 Rule
45,Male,2,5,3,5.792697226,1,7,1,1,99,2.859361599,90/90/1 Rule
51,Other,5,2,3,9.347200438,3,2,0,4,8,2.015623738,Pomodoro
19,Female,3,3,2,4.081804143,2,6,0,5,42,7.644815981,Habit Stacking
49,Male,2,4,2,5.936359436,3,7,1,2,67,3.829911608,90/90/1 Rule
40,Male,3,3,1,7.326140087,2,9,1,3,51,3.68131444,Habit Stacking
39,Other,4,5,5,4.889304773,5,2,0,3,5,1.989879895,Pomodoro
42,Other,1,1,2,4.552592525,5,1,0,4,7,2.605323068,Pomodoro
39,Male,5,3,2,8.891657987,1,9,1,1,105,7.994872011,2 Minute Rule
39,Other,3,4,3,9.366426332,1,6,0,5,90,2.510086254,90/90/1 Rule
59,Other,2,2,5,8.941638525,3,8,1,4,66,2.966013534,Pomodoro
23,Other,3,1,1,9.392727338,2,0,0,2,68,5.44496096,90/90/1 Rule
32,Female,2,2,2,7.318671826,4,2,1,2,21,2.704710323,Pomodoro
60,Female,3,3,5,8.873548726,1,4,1,2,82,2.118531883,Pomodoro
54,Other,2,5,5,6.30425583,4,2,0,4,109,1.6897789,Pomodoro
50,Other,4,5,1,7.997607169,4,0,1,5,66,2.845119988,90/90/1 Rule
25,Female,2,4,5,9.933013188,2,6,0,3,39,1.294367672,Pomodoro
61,Female,2,5,5,5.354366343,3,6,0,1,17,0.639849398,Pomodoro
61,Male,1,1,5,6.339398478,2,9,0,3,39,6.53481273,Pomodoro
22,Male,2,5,2,6.880284264,1,7,0,5,47,1.534212068,
56,Female,1,4,1,4.828092922,4,4,1,3,6,6.319826374,Pomodoro
21,Other,5,3,5,4.486231663,2,9,0,4,60,6.481568592,Pomodoro
23,Other,1,3,5,8.978337198,2,4,0,2,115,4.534396447,Pomodoro
62,Other,4,5,2,9.860766237,2,4,0,5,81,2.822614687,2 Minute Rule
49,Other,1,2,1,6.428350383,1,0,0,5,55,1.587745503,Reward and Reinforcement
47,Male,5,3,3,4.525899017,3,9,1,3,58,6.0260383,2 Minute Rule
64,Female,4,5,2,4.394870564,2,4,0,4,20,5.010402395,Pomodoro
52,Other,3,4,1,9.347909238,1,5,1,3,22,5.415900924,Pomodoro
57,Male,3,5,5,6.782885498,4,0,1,3,11,0.565018174,Pomodoro
33,Other,1,3,1,5.920163899,5,6,1,5,49,7.456377618,Habit Stacking
30,Female,1,4,1,6.858767627,1,0,0,3,40,0.997176406,
59,Male,5,5,1,5.909824568,5,1,0,2,45,3.251044139,90/90/1 Rule
47,Female,5,1,3,6.934214652,2,1,0,3,98,3.520337372,2 Minute Rule
36,Female,2,4,1,9.157338382,2,4,0,2,46,0.510166434,90/90/1 Rule
34,Male,5,1,3,7.553808226,1,9,1,5,109,4.22816982,2 Minute Rule
36,Male,2,2,5,8.167922637,5,6,1,4,11,6.146067459,Pomodoro
45,Male,4,4,3,6.188024057,2,0,0,2,19,6.674514898,Pomodoro
43,Male,1,1,5,8.431035271,4,9,0,4,64,7.09547745,Pomodoro
54,Male,4,3,5,7.999702509,3,0,0,4,44,4.157891512,Pomodoro
43,Male,5,3,3,4.717371987,3,0,0,2,87,5.229771429,2 Minute Rule
40,Male,4,2,2,7.435857119,2,5,0,5,111,1.09639785,2 Minute Rule
26,Other,4,4,4,5.540460978,5,1,0,1,41,4.160286682,Pomodoro
29,Female,4,4,1,8.824574018,2,0,0,4,70,1.661118162,2 Minute Rule
18,Male,5,4,4,6.555626251,5,5,1,4,110,3.272323382,Pomodoro
18,Other,4,2,1,9.968104991,4,1,1,5,116,2.969789846,90/90/1 Rule
64,Other,2,4,1,4.555002628,5,5,1,5,59,3.676554329,
51,Other,5,3,5,8.682087176,2,9,1,3,81,4.787274635,Pomodoro
49,Female,4,1,1,8.042210401,4,7,0,5,108,7.271574853,90/90/1 Rule
42,Male,5,3,1,8.604992984,1,1,0,4,109,3.458634735,2 Minute Rule
57,Other,3,3,3,5.845178773,3,8,0,2,111,7.858483968,90/90/1 Rule
62,Female,2,1,4,6.952326936,2,7,0,1,111,6.19271036,Pomodoro
18,Female,4,3,3,8.779051118,2,9,0,3,99,4.336107851,2 Minute Rule
33,Female,3,2,1,5.39524799,2,0,1,2,84,5.330198278,90/90/1 Rule
56,Other,3,1,5,5.356199181,4,6,0,1,110,1.266681283,Pomodoro
22,Male,5,3,3,7.30630572,1,9,1,1,60,6.833911485,2 Minute Rule
39,Other,3,5,3,7.141381477,5,5,0,1,48,4.867680913,90/90/1 Rule
46,Other,2,3,2,5.693574822,1,5,1,2,61,7.895506102,90/90/1 Rule
20,Male,2,2,1,5.788453903,4,5,0,3,10,5.273215578,Pomodoro
29,Male,1,4,5,5.667070979,2,5,1,3,96,6.755836874,Pomodoro
43,Male,2,3,3,8.629072372,3,9,0,1,36,6.498220571,90/90/1 Rule
33,Female,3,4,3,7.911405193,2,6,0,2,112,3.090958636,90/90/1 Rule
54,Male,2,5,5,8.9945031,5,2,0,1,78,2.447079689,Pomodoro
39,Other,5,3,1,9.85283817,3,5,0,5,118,3.728701876,2 Minute Rule
46,Male,1,1,2,6.844985778,2,2,1,3,22,4.004310083,Pomodoro
31,Other,3,4,3,4.400163288,3,6,0,4,72,2.300635265,90/90/1 Rule
45,Female,1,5,2,4.288553862,1,6,1,1,77,7.20948405,90/90/1 Rule
22,Other,3,1,4,5.773990236,4,7,0,5,11,4.569108967,Pomodoro
64,Other,5,1,1,9.595267536,2,1,1,3,118,7.838332941,2 Minute Rule
47,Male,1,1,4,7.13927833,5,8,0,2,12,6.575133335,Pomodoro
63,Male,4,1,4,5.630719096,1,4,0,3,68,4.667786453,Pomodoro
22,Other,3,3,4,6.395000767,2,8,1,2,111,7.602802086,Pomodoro
29,Male,4,3,1,7.591570644,1,9,0,2,11,4.286561113,Pomodoro
33,Female,1,3,1,7.917697949,5,4,0,1,45,7.153298844,90/90/1 Rule
43,Female,4,5,5,4.923517059,2,6,1,1,44,3.186361859,Pomodoro
43,Male,4,5,2,9.862190059,5,8,0,3,7,3.339817876,Pomodoro
38,Female,1,5,2,7.268633362,3,3,1,5,21,3.625211298,Pomodoro
56,Male,5,2,5,4.814129907,5,1,0,3,70,4.599692345,Pomodoro
53,Other,4,5,5,9.36181152,3,8,1,4,83,4.651177026,Pomodoro
50,Other,4,3,4,4.447830586,2,1,1,2,114,4.222991913,Pomodoro
47,Female,5,3,5,9.446412599,3,5,1,4,97,2.795007302,Pomodoro
54,Male,4,2,3,9.979393938,2,9,1,1,118,7.454048486,2 Minute Rule
40,Male,4,2,2,8.202590795,2,1,0,5,116,4.91439573,2 Minute Rule
27,Female,4,5,5,8.622683326,4,2,0,1,56,3.558044121,Pomodoro
22,Other,2,4,3,6.023817019,2,5,1,4,26,5.383827206,Pomodoro
53,Female,5,2,3,9.649461116,3,2,0,3,8,6.259750684,Pomodoro
51,Other,4,1,3,7.178283797,4,9,0,3,120,7.705460662,90/90/1 Rule
48,Male,5,3,3,8.39433068,4,7,0,5,10,4.246618717,Pomodoro
27,Other,3,1,4,9.544646295,2,5,1,1,42,1.340738828,Pomodoro
36,Female,3,3,3,9.851079856,5,6,0,1,30,3.805743511,90/90/1 Rule
49,Male,4,3,4,8.99922614,5,0,0,1,15,4.092279211,Pomodoro
18,Female,5,2,4,5.818105042,4,2,1,3,94,7.227455586,Pomodoro
22,Female,5,2,3,9.799285099,2,2,0,1,21,3.461005763,Pomodoro
62,Other,5,1,2,7.768717187,5,1,1,5,92,7.649931987,90/90/1 Rule
21,Female,2,3,3,9.583854858,2,6,1,3,96,4.138489308,90/90/1 Rule
33,Other,3,3,3,8.056630155,2,8,1,4,103,7.803353757,90/90/1 Rule
41,Male,5,4,3,5.843433771,4,3,0,5,35,0.561487408,5 AM Club
33,Other,5,1,2,6.220147145,4,4,0,2,81,7.241115311,90/90/1 Rule
19,Male,2,5,1,7.302830663,1,2,1,4,39,7.48340339,
45,Other,2,1,1,8.740089049,5,8,1,5,20,7.707657018,Pomodoro
49,Female,5,5,4,5.907895308,5,3,1,1,83,0.598074006,Pomodoro
44,Other,1,5,4,7.478386997,5,4,1,2,111,1.787756274,Pomodoro
37,Other,5,5,2,6.073749961,3,0,1,4,22,5.403233773,Pomodoro
41,Male,5,4,5,8.894616428,2,1,1,1,115,0.691045188,Pomodoro
29,Female,2,1,1,6.800368563,4,8,0,2,105,0.977067471,90/90/1 Rule
52,Other,2,1,4,4.460336961,5,1,1,3,116,2.158091553,Pomodoro
50,Female,5,4,1,4.996315129,1,4,1,1,66,4.343298266,2 Minute Rule
50,Other,5,3,2,4.366628006,5,7,1,5,116,4.594269195,90/90/1 Rule
60,Other,5,2,2,7.995817676,2,2,0,4,117,0.756958421,2 Minute Rule
54,Female,2,1,5,4.638023784,2,5,0,2,109,1.777754381,Pomodoro
29,Other,5,2,5,4.684839816,4,3,0,1,31,4.24779255,Pomodoro
20,Female,5,4,2,9.64628956,3,6,0,3,39,4.954554657,2 Minute Rule
18,Other,4,3,4,9.235930433,4,9,1,4,120,1.613012724,Pomodoro
50,Male,1,3,1,6.712519581,5,2,0,4,49,3.49131059,Habit Stacking
57,Female,3,3,1,9.914831925,1,5,1,1,39,7.283010774,90/90/1 Rule
27,Other,1,4,5,4.001119169,4,9,1,3,32,7.991744653,Pomodoro
60,Other,4,5,3,7.683876738,3,8,1,2,107,7.904108411,2 Minute Rule
61,Male,3,5,4,7.698569064,4,9,1,1,106,7.112558827,Pomodoro
46,Female,5,2,5,6.744658335,2,0,1,2,13,3.45995066,Pomodoro
30,Other,4,5,3,6.381687838,5,2,1,4,80,5.649307191,90/90/1 Rule
29,Male,5,5,4,6.732298813,5,1,0,2,19,3.624441708,Pomodoro
48,Other,2,3,1,6.489762616,5,7,0,3,25,5.363952701,Pomodoro
63,Female,4,3,4,8.382954865,5,6,0,5,56,2.820743532,Pomodoro
19,Other,2,2,5,4.81213261,5,1,0,3,39,5.046516902,Pomodoro
52,Other,4,1,2,5.185835324,5,5,0,2,110,4.428188724,90/90/1 Rule
40,Other,4,2,1,5.08310937,1,2,1,1,101,0.683601994,2 Minute Rule
34,Other,2,2,3,5.574823511,3,7,0,4,55,6.430271778,Habit Stacking
43,Male,3,4,5,7.151550513,5,9,0,2,87,0.589233742,Pomodoro
25,Male,1,4,2,4.667252484,3,2,0,1,59,2.698669567,90/90/1 Rule
46,Female,5,2,4,9.209015772,5,9,1,1,91,0.544430491,Pomodoro
43,Male,4,2,2,5.784169188,4,8,1,3,81,3.3215106,90/90/1 Rule
27,Male,5,2,5,4.975227925,5,0,1,2,48,0.973703961,Pomodoro
43,Female,2,5,5,8.053727858,2,4,0,3,69,7.351332251,Pomodoro
51,Male,5,4,2,4.228517804,1,2,0,2,119,3.617594714,2 Minute Rule
58,Male,2,2,4,7.719811389,4,5,0,3,97,3.946218311,Pomodoro
24,Female,5,3,2,8.189190584,4,9,0,1,92,3.123876771,90/90/1 Rule
21,Female,1,3,5,5.289499188,2,1,0,3,84,5.206296157,Pomodoro
62,Female,1,5,5,4.251784441,5,8,1,2,29,6.383060875,Pomodoro
28,Other,1,5,3,6.181872154,1,5,0,5,91,5.361100573,90/90/1 Rule
46,Other,1,1,3,4.591565381,4,6,1,5,96,6.111553388,90/90/1 Rule
53,Other,1,3,1,4.698867098,1,4,0,1,51,7.294802476,90/90/1 Rule
42,Female,1,3,5,5.525567389,4,8,1,3,84,6.976598988,Pomodoro
38,Female,2,5,3,5.772807548,5,0,1,3,111,5.555438396,90/90/1 Rule
53,Other,4,5,2,7.179822046,4,4,1,1,60,2.109784722,90/90/1 Rule
27,Other,5,5,4,8.070351313,4,9,1,5,42,5.282771383,Pomodoro
54,Male,1,3,2,7.556625645,3,5,0,5,15,4.295623218,Pomodoro
26,Male,2,5,4,4.890162024,5,6,0,3,71,5.879144233,Pomodoro
41,Female,2,3,3,5.032516195,2,3,0,2,19,6.746987363,Pomodoro
52,Other,2,1,1,9.272615499,2,0,1,4,5,6.070411229,Pomodoro
52,Other,4,1,2,7.35011389,5,7,0,2,11,6.849208775,Pomodoro
